User ID,Age,Gender,Location (City - Subarea),"Coordinates (X, Y)",Service Category Preferences,"Ratings (Plumbing, Housekeeping, etc.)",Number of Requests
2028,34,Male,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Personal Care (Home Services), Electrical Services, Pest Control, Tutoring & Educational, Auto Repair","Personal Care (Home Services) (3.9), Electrical Services (4.2), Pest Control (3.1), Tutoring & Educational (3.2), Auto Repair (3.3)",11
2029,46,Female,Tiaret - Merine,"(35.371, 1.315)","Plumbing, Babysitting & Childcare","Plumbing (4.6), Babysitting & Childcare (3.2)",20
2030,39,Female,Biskra - El Hassi,"(34.85, 5.72)","Babysitting & Childcare, Plastering & Tiling, Painting & Renovation, Event Planning, Tailoring & Alteration","Babysitting & Childcare (4.3), Plastering & Tiling (4.6), Painting & Renovation (4.6), Event Planning (3.8), Tailoring & Alteration (5.0)",14
2031,53,Female,Oran - El Hassi,"(35.72, -0.63)","Babysitting & Childcare, Home Appliance Repair, Pest Control","Babysitting & Childcare (4.5), Home Appliance Repair (4.3), Pest Control (3.3)",30
2032,51,Female,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Plastering & Tiling, Personal Care (Home Services), Home Appliance Repair, Painting & Renovation","Plastering & Tiling (3.2), Personal Care (Home Services) (4.8), Home Appliance Repair (4.6), Painting & Renovation (4.7)",11
2033,56,Male,Biskra - El Hassi,"(34.85, 5.72)","Electrical Services, Pest Control, Babysitting & Childcare, Plastering & Tiling, Personal Care (Home Services)","Electrical Services (3.5), Pest Control (4.4), Babysitting & Childcare (4.5), Plastering & Tiling (3.2), Personal Care (Home Services) (3.9)",13
2034,42,Male,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Plumbing, Home Appliance Repair","Plumbing (3.0), Home Appliance Repair (4.7)",12
2035,44,Male,Chlef - Tacheta,"(36.153, 1.333)","Home Appliance Repair, Tutoring & Educational, Pest Control","Home Appliance Repair (4.1), Tutoring & Educational (4.6), Pest Control (3.4)",9
2036,40,Male,M'sila - Ksar El Hirane,"(35.45, 4.52)","Personal Care (Home Services), Carpentry, Auto Repair","Personal Care (Home Services) (4.5), Carpentry (4.1), Auto Repair (4.9)",9
2037,28,Male,Setif - Belkhir,"(36.185, 5.404)","Plastering & Tiling, Home Appliance Repair, Carpentry, Babysitting & Childcare","Plastering & Tiling (3.5), Home Appliance Repair (3.6), Carpentry (4.0), Babysitting & Childcare (4.0)",30
2038,23,Female,Biskra - El Hassi,"(34.85, 5.72)","Housekeeping / Cleaning, Plastering & Tiling, Babysitting & Childcare","Housekeeping / Cleaning (3.1), Plastering & Tiling (4.8), Babysitting & Childcare (3.6)",13
2039,57,Female,Oran - El Hassi,"(35.72, -0.63)","Event Planning, Painting & Renovation, Carpentry, Pest Control","Event Planning (3.3), Painting & Renovation (3.6), Carpentry (4.3), Pest Control (4.9)",17
2040,46,Male,Bejaia - Tizi Rached,"(36.761, 5.748)","Carpentry, Electrical Services, Event Planning","Carpentry (3.1), Electrical Services (4.0), Event Planning (3.5)",14
2041,38,Male,Medea - Bordj Menaiel,"(36.267, 2.741)","Carpentry, Babysitting & Childcare, Personal Care (Home Services), Auto Repair","Carpentry (4.9), Babysitting & Childcare (4.9), Personal Care (Home Services) (3.6), Auto Repair (4.7)",27
2042,19,Male,Blida - Chrea,"(36.482, 2.831)","Tailoring & Alteration, Plumbing","Tailoring & Alteration (4.8), Plumbing (4.2)",22
2043,41,Male,Constantine - Ziadia,"(36.365, 6.613)","Pest Control, Home Appliance Repair, Painting & Renovation, Plumbing","Pest Control (3.5), Home Appliance Repair (3.9), Painting & Renovation (4.6), Plumbing (3.9)",27
2044,50,Male,Illizi - Djanet,"(26.269, 9.484)","Pest Control, Tutoring & Educational","Pest Control (3.5), Tutoring & Educational (4.7)",25
2045,26,Male,M'sila - Ksar El Hirane,"(35.45, 4.52)","Tailoring & Alteration, Housekeeping / Cleaning","Tailoring & Alteration (4.6), Housekeeping / Cleaning (4.4)",5
2046,51,Female,Algiers - Sidi Abdallah,"(36.745, 3.25)","Pest Control, Home Appliance Repair","Pest Control (3.2), Home Appliance Repair (3.4)",18
2047,53,Male,Oran - El Hassi,"(35.72, -0.63)","Carpentry, Plastering & Tiling, Electrical Services, Tailoring & Alteration","Carpentry (4.9), Plastering & Tiling (3.2), Electrical Services (3.4), Tailoring & Alteration (3.8)",29
2048,47,Female,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Auto Repair, Electrical Services, Home Appliance Repair","Auto Repair (4.3), Electrical Services (3.5), Home Appliance Repair (3.2)",29
2049,19,Male,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Personal Care (Home Services), Plastering & Tiling, Auto Repair, Home Appliance Repair","Personal Care (Home Services) (3.0), Plastering & Tiling (4.9), Auto Repair (4.4), Home Appliance Repair (3.8)",14
2050,52,Male,Tiaret - Merine,"(35.371, 1.315)","Tailoring & Alteration, Plumbing, Auto Repair","Tailoring & Alteration (4.4), Plumbing (4.0), Auto Repair (4.5)",6
2051,43,Female,Skikda - La Cloche,"(36.866, 6.906)","Plastering & Tiling, Electrical Services, Auto Repair, Pest Control","Plastering & Tiling (4.8), Electrical Services (3.5), Auto Repair (4.2), Pest Control (4.0)",24
2052,35,Male,Adrar - Timimoun,"(27.46, 0.286)","Carpentry, Tutoring & Educational, Auto Repair, Home Appliance Repair, Electrical Services","Carpentry (3.9), Tutoring & Educational (4.7), Auto Repair (4.8), Home Appliance Repair (4.8), Electrical Services (4.3)",10
2053,60,Male,Setif - Belkhir,"(36.185, 5.404)","Pest Control, Painting & Renovation, Babysitting & Childcare","Pest Control (3.2), Painting & Renovation (4.1), Babysitting & Childcare (4.5)",15
2054,35,Male,Batna - Aïn Touta,"(35.552, 5.804)","Personal Care (Home Services), Auto Repair, Housekeeping / Cleaning, Carpentry, Tailoring & Alteration","Personal Care (Home Services) (3.5), Auto Repair (4.0), Housekeeping / Cleaning (4.7), Carpentry (4.9), Tailoring & Alteration (3.9)",25
2055,58,Female,Illizi - Djanet,"(26.269, 9.484)","Tailoring & Alteration, Auto Repair, Painting & Renovation, Tutoring & Educational","Tailoring & Alteration (3.9), Auto Repair (3.8), Painting & Renovation (4.1), Tutoring & Educational (3.8)",7
2056,32,Male,Batna - Aïn Touta,"(35.552, 5.804)","Babysitting & Childcare, Auto Repair, Electrical Services, Tailoring & Alteration, Carpentry","Babysitting & Childcare (3.1), Auto Repair (4.6), Electrical Services (4.7), Tailoring & Alteration (4.1), Carpentry (4.4)",10
2057,44,Female,Adrar - Timimoun,"(27.46, 0.286)","Painting & Renovation, Carpentry, Tailoring & Alteration, Personal Care (Home Services)","Painting & Renovation (3.3), Carpentry (4.8), Tailoring & Alteration (4.1), Personal Care (Home Services) (3.6)",9
2058,37,Female,Chlef - Tacheta,"(36.153, 1.333)","Carpentry, Home Appliance Repair, Electrical Services, Auto Repair, Plumbing","Carpentry (4.9), Home Appliance Repair (4.3), Electrical Services (4.0), Auto Repair (4.5), Plumbing (3.3)",8
2059,41,Female,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)","Plastering & Tiling, Tailoring & Alteration, Electrical Services, Personal Care (Home Services), Tutoring & Educational","Plastering & Tiling (4.1), Tailoring & Alteration (3.3), Electrical Services (3.6), Personal Care (Home Services) (3.6), Tutoring & Educational (3.9)",5
2060,35,Female,Skikda - La Cloche,"(36.866, 6.906)","Housekeeping / Cleaning, Auto Repair, Painting & Renovation","Housekeeping / Cleaning (3.5), Auto Repair (4.5), Painting & Renovation (4.1)",23
2061,56,Female,Medea - Bordj Menaiel,"(36.267, 2.741)","Tailoring & Alteration, Plumbing, Plastering & Tiling","Tailoring & Alteration (5.0), Plumbing (4.8), Plastering & Tiling (4.1)",23
2062,48,Female,Bejaia - Tizi Rached,"(36.761, 5.748)","Personal Care (Home Services), Auto Repair, Home Appliance Repair, Plastering & Tiling, Pest Control","Personal Care (Home Services) (4.8), Auto Repair (3.8), Home Appliance Repair (3.2), Plastering & Tiling (3.5), Pest Control (3.1)",20
2063,28,Male,M'sila - Ksar El Hirane,"(35.45, 4.52)","Plumbing, Painting & Renovation","Plumbing (4.2), Painting & Renovation (4.7)",29
2064,35,Male,Blida - Chrea,"(36.482, 2.831)","Tailoring & Alteration, Painting & Renovation, Carpentry, Plastering & Tiling","Tailoring & Alteration (4.1), Painting & Renovation (3.5), Carpentry (4.9), Plastering & Tiling (3.7)",29
2065,22,Female,El Oued - Guemar,"(33.133, 6.9)","Tailoring & Alteration, Housekeeping / Cleaning","Tailoring & Alteration (4.1), Housekeeping / Cleaning (3.1)",5
2066,45,Female,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Electrical Services, Pest Control, Carpentry, Personal Care (Home Services)","Electrical Services (3.5), Pest Control (3.0), Carpentry (3.0), Personal Care (Home Services) (4.2)",5
2067,54,Female,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Plumbing, Plastering & Tiling, Tutoring & Educational, Home Appliance Repair","Plumbing (3.4), Plastering & Tiling (4.4), Tutoring & Educational (4.1), Home Appliance Repair (4.2)",9
2068,56,Male,Illizi - Djanet,"(26.269, 9.484)","Tutoring & Educational, Home Appliance Repair, Plastering & Tiling, Event Planning, Personal Care (Home Services)","Tutoring & Educational (4.2), Home Appliance Repair (4.8), Plastering & Tiling (4.4), Event Planning (4.1), Personal Care (Home Services) (3.3)",27
2069,39,Male,Constantine - Ziadia,"(36.365, 6.613)","Housekeeping / Cleaning, Pest Control, Event Planning","Housekeeping / Cleaning (4.9), Pest Control (3.8), Event Planning (4.8)",26
2070,36,Female,Biskra - El Hassi,"(34.85, 5.72)","Plumbing, Electrical Services","Plumbing (3.3), Electrical Services (4.6)",8
2071,22,Female,Illizi - Djanet,"(26.269, 9.484)","Auto Repair, Event Planning, Tailoring & Alteration, Plastering & Tiling","Auto Repair (5.0), Event Planning (4.7), Tailoring & Alteration (4.0), Plastering & Tiling (4.1)",11
2072,29,Male,Biskra - El Hassi,"(34.85, 5.72)","Event Planning, Plumbing, Plastering & Tiling, Personal Care (Home Services), Auto Repair","Event Planning (3.7), Plumbing (3.8), Plastering & Tiling (4.9), Personal Care (Home Services) (4.5), Auto Repair (4.9)",21
2073,36,Female,Chlef - Tacheta,"(36.153, 1.333)","Plastering & Tiling, Tutoring & Educational, Electrical Services, Personal Care (Home Services)","Plastering & Tiling (4.7), Tutoring & Educational (3.7), Electrical Services (3.7), Personal Care (Home Services) (3.6)",16
2074,30,Male,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Electrical Services, Auto Repair, Carpentry","Electrical Services (3.8), Auto Repair (4.7), Carpentry (4.4)",25
2075,41,Male,Bejaia - Tizi Rached,"(36.761, 5.748)","Tailoring & Alteration, Housekeeping / Cleaning, Pest Control","Tailoring & Alteration (4.5), Housekeeping / Cleaning (3.9), Pest Control (4.8)",17
2076,33,Male,Illizi - Djanet,"(26.269, 9.484)","Painting & Renovation, Plumbing","Painting & Renovation (4.7), Plumbing (4.6)",25
2077,50,Male,Oran - El Hassi,"(35.72, -0.63)","Babysitting & Childcare, Event Planning, Pest Control","Babysitting & Childcare (4.2), Event Planning (3.0), Pest Control (3.5)",12
2078,34,Female,Bejaia - Tizi Rached,"(36.761, 5.748)","Tailoring & Alteration, Painting & Renovation, Tutoring & Educational, Plumbing, Auto Repair","Tailoring & Alteration (4.7), Painting & Renovation (4.1), Tutoring & Educational (4.9), Plumbing (3.5), Auto Repair (4.5)",18
2079,23,Male,M'sila - Ksar El Hirane,"(35.45, 4.52)","Tutoring & Educational, Personal Care (Home Services)","Tutoring & Educational (3.0), Personal Care (Home Services) (4.3)",28
2080,54,Female,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Painting & Renovation, Tailoring & Alteration, Pest Control","Painting & Renovation (4.1), Tailoring & Alteration (4.4), Pest Control (3.4)",10
2081,31,Male,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Tutoring & Educational, Tailoring & Alteration, Babysitting & Childcare, Event Planning","Tutoring & Educational (3.0), Tailoring & Alteration (3.6), Babysitting & Childcare (5.0), Event Planning (4.4)",30
2082,35,Female,Illizi - Djanet,"(26.269, 9.484)","Carpentry, Pest Control, Personal Care (Home Services), Electrical Services, Babysitting & Childcare","Carpentry (3.7), Pest Control (4.0), Personal Care (Home Services) (3.6), Electrical Services (4.0), Babysitting & Childcare (3.4)",18
2083,46,Male,Chlef - Tacheta,"(36.153, 1.333)","Personal Care (Home Services), Housekeeping / Cleaning, Pest Control, Auto Repair","Personal Care (Home Services) (3.9), Housekeeping / Cleaning (4.6), Pest Control (3.9), Auto Repair (4.0)",6
2084,53,Male,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Painting & Renovation, Auto Repair, Event Planning, Tailoring & Alteration","Painting & Renovation (5.0), Auto Repair (3.1), Event Planning (3.6), Tailoring & Alteration (4.5)",12
2085,21,Female,Batna - Aïn Touta,"(35.552, 5.804)","Housekeeping / Cleaning, Electrical Services, Home Appliance Repair, Pest Control, Babysitting & Childcare","Housekeeping / Cleaning (3.3), Electrical Services (3.9), Home Appliance Repair (3.0), Pest Control (4.2), Babysitting & Childcare (3.4)",26
2086,37,Female,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Painting & Renovation, Plastering & Tiling, Pest Control, Tutoring & Educational, Event Planning","Painting & Renovation (4.5), Plastering & Tiling (4.7), Pest Control (3.2), Tutoring & Educational (4.6), Event Planning (4.4)",25
2087,43,Male,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Pest Control, Home Appliance Repair","Pest Control (4.1), Home Appliance Repair (4.2)",6
2088,50,Male,Chlef - Tacheta,"(36.153, 1.333)","Tutoring & Educational, Home Appliance Repair","Tutoring & Educational (3.9), Home Appliance Repair (4.3)",22
2089,28,Female,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Carpentry, Babysitting & Childcare","Carpentry (3.5), Babysitting & Childcare (3.5)",20
2090,23,Female,Setif - Belkhir,"(36.185, 5.404)","Personal Care (Home Services), Plastering & Tiling, Tutoring & Educational, Event Planning","Personal Care (Home Services) (4.9), Plastering & Tiling (4.9), Tutoring & Educational (3.4), Event Planning (4.7)",22
2091,53,Female,Medea - Bordj Menaiel,"(36.267, 2.741)","Home Appliance Repair, Pest Control, Tutoring & Educational, Event Planning, Painting & Renovation","Home Appliance Repair (3.4), Pest Control (4.1), Tutoring & Educational (4.6), Event Planning (4.7), Painting & Renovation (3.2)",20
2092,19,Female,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Carpentry, Babysitting & Childcare","Carpentry (3.0), Babysitting & Childcare (3.1)",8
2093,21,Female,Annaba - El Hadjar,"(36.862, 7.76)","Painting & Renovation, Event Planning","Painting & Renovation (3.4), Event Planning (4.8)",19
2094,31,Male,Setif - Belkhir,"(36.185, 5.404)","Electrical Services, Babysitting & Childcare, Carpentry","Electrical Services (3.8), Babysitting & Childcare (4.0), Carpentry (3.9)",22
2095,52,Female,Constantine - Ziadia,"(36.365, 6.613)","Tailoring & Alteration, Home Appliance Repair","Tailoring & Alteration (3.1), Home Appliance Repair (4.0)",17
2096,46,Female,Constantine - Ziadia,"(36.365, 6.613)","Plumbing, Event Planning, Carpentry, Plastering & Tiling","Plumbing (4.2), Event Planning (4.0), Carpentry (4.3), Plastering & Tiling (4.1)",10
2097,57,Female,Constantine - Ziadia,"(36.365, 6.613)","Plumbing, Home Appliance Repair, Housekeeping / Cleaning, Tailoring & Alteration, Event Planning","Plumbing (4.0), Home Appliance Repair (4.1), Housekeeping / Cleaning (4.1), Tailoring & Alteration (3.1), Event Planning (5.0)",16
2098,33,Female,Ghardaia - M'zab Valley,"(32.485, 3.666)","Personal Care (Home Services), Babysitting & Childcare, Housekeeping / Cleaning, Tutoring & Educational, Pest Control","Personal Care (Home Services) (4.7), Babysitting & Childcare (4.9), Housekeeping / Cleaning (3.5), Tutoring & Educational (3.1), Pest Control (4.5)",26
2099,22,Male,Illizi - Djanet,"(26.269, 9.484)","Babysitting & Childcare, Auto Repair, Housekeeping / Cleaning, Electrical Services","Babysitting & Childcare (3.6), Auto Repair (4.7), Housekeeping / Cleaning (3.2), Electrical Services (4.8)",27
2100,53,Male,Adrar - Timimoun,"(27.46, 0.286)","Event Planning, Carpentry","Event Planning (3.4), Carpentry (3.7)",5
2101,48,Female,Batna - Aïn Touta,"(35.552, 5.804)","Home Appliance Repair, Tailoring & Alteration, Plumbing","Home Appliance Repair (4.0), Tailoring & Alteration (3.2), Plumbing (3.9)",9
2102,32,Female,El Oued - Guemar,"(33.133, 6.9)","Event Planning, Babysitting & Childcare","Event Planning (4.0), Babysitting & Childcare (4.2)",8
2103,36,Female,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Painting & Renovation, Carpentry","Painting & Renovation (4.6), Carpentry (4.2)",18
2104,26,Female,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Tutoring & Educational, Tailoring & Alteration, Carpentry, Pest Control","Tutoring & Educational (4.1), Tailoring & Alteration (4.6), Carpentry (3.3), Pest Control (4.3)",13
2105,29,Female,Setif - Belkhir,"(36.185, 5.404)","Auto Repair, Home Appliance Repair, Pest Control, Personal Care (Home Services)","Auto Repair (4.3), Home Appliance Repair (4.5), Pest Control (3.6), Personal Care (Home Services) (4.3)",30
2106,19,Female,Batna - Aïn Touta,"(35.552, 5.804)","Babysitting & Childcare, Plumbing, Auto Repair","Babysitting & Childcare (3.0), Plumbing (4.4), Auto Repair (3.3)",26
2107,30,Male,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Tailoring & Alteration, Home Appliance Repair","Tailoring & Alteration (4.8), Home Appliance Repair (4.0)",25
2108,40,Male,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Plastering & Tiling, Plumbing, Electrical Services, Auto Repair","Plastering & Tiling (5.0), Plumbing (4.7), Electrical Services (4.6), Auto Repair (3.7)",14
2109,28,Male,Ouargla - Hassi Messaoud,"(32.49, 6.266)","Painting & Renovation, Pest Control, Tutoring & Educational","Painting & Renovation (3.2), Pest Control (4.0), Tutoring & Educational (3.5)",17
2110,58,Male,Tiaret - Merine,"(35.371, 1.315)","Carpentry, Babysitting & Childcare","Carpentry (3.9), Babysitting & Childcare (4.4)",10
2111,32,Male,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)","Home Appliance Repair, Plumbing","Home Appliance Repair (4.9), Plumbing (3.3)",17
2112,54,Male,M'sila - Ksar El Hirane,"(35.45, 4.52)","Auto Repair, Electrical Services, Carpentry, Painting & Renovation","Auto Repair (4.0), Electrical Services (3.7), Carpentry (4.4), Painting & Renovation (4.9)",7
2113,48,Male,Medea - Bordj Menaiel,"(36.267, 2.741)","Personal Care (Home Services), Plumbing, Housekeeping / Cleaning, Home Appliance Repair, Plastering & Tiling","Personal Care (Home Services) (4.3), Plumbing (3.4), Housekeeping / Cleaning (3.2), Home Appliance Repair (4.8), Plastering & Tiling (3.8)",13
2114,48,Female,Oran - El Hassi,"(35.72, -0.63)","Auto Repair, Electrical Services, Tailoring & Alteration","Auto Repair (4.8), Electrical Services (4.6), Tailoring & Alteration (3.5)",21
2115,19,Female,Tiaret - Merine,"(35.371, 1.315)","Electrical Services, Tailoring & Alteration","Electrical Services (4.9), Tailoring & Alteration (4.0)",23
2116,54,Female,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)","Electrical Services, Home Appliance Repair","Electrical Services (3.8), Home Appliance Repair (3.7)",21
2117,36,Female,Tiaret - Merine,"(35.371, 1.315)","Electrical Services, Tutoring & Educational","Electrical Services (3.7), Tutoring & Educational (4.2)",9
2118,30,Male,Biskra - El Hassi,"(34.85, 5.72)","Electrical Services, Event Planning, Plastering & Tiling, Tailoring & Alteration, Housekeeping / Cleaning","Electrical Services (3.4), Event Planning (4.1), Plastering & Tiling (3.7), Tailoring & Alteration (3.1), Housekeeping / Cleaning (4.5)",5
2119,18,Male,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Carpentry, Electrical Services, Tutoring & Educational, Painting & Renovation, Auto Repair","Carpentry (3.4), Electrical Services (4.0), Tutoring & Educational (3.0), Painting & Renovation (4.8), Auto Repair (3.7)",20
2120,30,Male,Algiers - Sidi Abdallah,"(36.745, 3.25)","Housekeeping / Cleaning, Electrical Services, Tailoring & Alteration","Housekeeping / Cleaning (3.7), Electrical Services (4.8), Tailoring & Alteration (4.0)",27
2121,24,Male,Chlef - Tacheta,"(36.153, 1.333)","Plumbing, Carpentry, Painting & Renovation","Plumbing (4.2), Carpentry (4.1), Painting & Renovation (4.8)",18
2122,21,Male,Algiers - Sidi Abdallah,"(36.745, 3.25)","Home Appliance Repair, Personal Care (Home Services), Babysitting & Childcare, Carpentry, Plastering & Tiling","Home Appliance Repair (4.5), Personal Care (Home Services) (4.5), Babysitting & Childcare (3.2), Carpentry (3.3), Plastering & Tiling (3.6)",27
2123,47,Male,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Tutoring & Educational, Personal Care (Home Services), Plumbing, Housekeeping / Cleaning","Tutoring & Educational (4.6), Personal Care (Home Services) (4.5), Plumbing (3.1), Housekeeping / Cleaning (3.4)",27
2124,56,Female,Algiers - Sidi Abdallah,"(36.745, 3.25)","Housekeeping / Cleaning, Personal Care (Home Services), Tutoring & Educational, Home Appliance Repair, Painting & Renovation","Housekeeping / Cleaning (4.0), Personal Care (Home Services) (3.7), Tutoring & Educational (4.3), Home Appliance Repair (3.7), Painting & Renovation (4.9)",8
2125,58,Female,Batna - Aïn Touta,"(35.552, 5.804)","Painting & Renovation, Pest Control, Personal Care (Home Services), Tailoring & Alteration","Painting & Renovation (4.0), Pest Control (4.5), Personal Care (Home Services) (4.4), Tailoring & Alteration (3.1)",25
2126,57,Female,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Carpentry, Housekeeping / Cleaning, Babysitting & Childcare, Auto Repair","Carpentry (4.1), Housekeeping / Cleaning (4.5), Babysitting & Childcare (4.9), Auto Repair (4.7)",11
2127,40,Male,Annaba - El Hadjar,"(36.862, 7.76)","Plastering & Tiling, Babysitting & Childcare, Carpentry, Painting & Renovation","Plastering & Tiling (4.2), Babysitting & Childcare (3.8), Carpentry (3.8), Painting & Renovation (4.6)",10
2128,26,Female,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)","Auto Repair, Pest Control, Painting & Renovation","Auto Repair (4.2), Pest Control (3.9), Painting & Renovation (3.5)",13
2129,52,Female,Batna - Aïn Touta,"(35.552, 5.804)","Plumbing, Event Planning, Tutoring & Educational","Plumbing (4.3), Event Planning (3.7), Tutoring & Educational (3.4)",19
2130,25,Male,Biskra - El Hassi,"(34.85, 5.72)","Personal Care (Home Services), Pest Control, Auto Repair, Painting & Renovation, Electrical Services","Personal Care (Home Services) (4.2), Pest Control (4.1), Auto Repair (4.3), Painting & Renovation (3.6), Electrical Services (3.6)",21
2131,43,Female,Ghardaia - M'zab Valley,"(32.485, 3.666)","Housekeeping / Cleaning, Pest Control, Electrical Services, Tutoring & Educational, Auto Repair","Housekeeping / Cleaning (4.0), Pest Control (3.8), Electrical Services (3.1), Tutoring & Educational (4.3), Auto Repair (3.9)",9
2132,36,Male,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Painting & Renovation, Housekeeping / Cleaning, Plastering & Tiling","Painting & Renovation (4.2), Housekeeping / Cleaning (4.6), Plastering & Tiling (4.5)",20
2133,33,Female,Oran - El Hassi,"(35.72, -0.63)","Painting & Renovation, Home Appliance Repair, Event Planning, Auto Repair","Painting & Renovation (4.1), Home Appliance Repair (3.7), Event Planning (4.9), Auto Repair (4.6)",7
2134,55,Male,Constantine - Ziadia,"(36.365, 6.613)","Babysitting & Childcare, Auto Repair, Painting & Renovation, Pest Control, Housekeeping / Cleaning","Babysitting & Childcare (4.3), Auto Repair (3.8), Painting & Renovation (4.8), Pest Control (3.6), Housekeeping / Cleaning (4.2)",23
2135,42,Female,Illizi - Djanet,"(26.269, 9.484)","Home Appliance Repair, Event Planning, Tutoring & Educational","Home Appliance Repair (3.6), Event Planning (4.4), Tutoring & Educational (3.2)",16
2136,40,Male,Skikda - La Cloche,"(36.866, 6.906)","Tailoring & Alteration, Housekeeping / Cleaning","Tailoring & Alteration (4.2), Housekeeping / Cleaning (3.5)",8
2137,28,Male,Illizi - Djanet,"(26.269, 9.484)","Plumbing, Carpentry, Pest Control, Tutoring & Educational","Plumbing (4.3), Carpentry (3.8), Pest Control (4.4), Tutoring & Educational (4.6)",29
2138,32,Male,Illizi - Djanet,"(26.269, 9.484)","Plastering & Tiling, Electrical Services, Carpentry, Event Planning","Plastering & Tiling (4.5), Electrical Services (3.6), Carpentry (3.2), Event Planning (4.6)",8
2139,35,Male,Algiers - Sidi Abdallah,"(36.745, 3.25)","Tutoring & Educational, Auto Repair, Event Planning","Tutoring & Educational (3.6), Auto Repair (3.2), Event Planning (3.3)",22
2140,51,Female,Chlef - Tacheta,"(36.153, 1.333)","Pest Control, Housekeeping / Cleaning, Auto Repair","Pest Control (3.5), Housekeeping / Cleaning (4.7), Auto Repair (3.3)",20
2141,33,Female,Biskra - El Hassi,"(34.85, 5.72)","Carpentry, Auto Repair","Carpentry (3.5), Auto Repair (4.6)",29
2142,45,Male,Batna - Aïn Touta,"(35.552, 5.804)","Electrical Services, Personal Care (Home Services)","Electrical Services (4.6), Personal Care (Home Services) (4.0)",14
2143,23,Female,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Pest Control, Home Appliance Repair, Event Planning, Babysitting & Childcare","Pest Control (3.9), Home Appliance Repair (4.7), Event Planning (4.3), Babysitting & Childcare (4.9)",19
2144,39,Male,Bejaia - Tizi Rached,"(36.761, 5.748)","Painting & Renovation, Babysitting & Childcare","Painting & Renovation (4.0), Babysitting & Childcare (4.4)",23
2145,54,Male,Biskra - El Hassi,"(34.85, 5.72)","Babysitting & Childcare, Plastering & Tiling, Personal Care (Home Services)","Babysitting & Childcare (4.9), Plastering & Tiling (3.4), Personal Care (Home Services) (3.4)",13
2146,53,Female,Chlef - Tacheta,"(36.153, 1.333)","Home Appliance Repair, Plumbing, Personal Care (Home Services), Tutoring & Educational","Home Appliance Repair (4.0), Plumbing (4.0), Personal Care (Home Services) (3.9), Tutoring & Educational (4.2)",9
2147,19,Female,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Plastering & Tiling, Home Appliance Repair","Plastering & Tiling (3.3), Home Appliance Repair (3.1)",8
2148,42,Female,El Oued - Guemar,"(33.133, 6.9)","Plastering & Tiling, Event Planning, Pest Control, Painting & Renovation","Plastering & Tiling (4.5), Event Planning (4.0), Pest Control (3.6), Painting & Renovation (4.5)",15
2149,60,Male,El Oued - Guemar,"(33.133, 6.9)","Electrical Services, Carpentry, Tutoring & Educational","Electrical Services (4.3), Carpentry (3.2), Tutoring & Educational (3.9)",20
2150,36,Male,Oran - El Hassi,"(35.72, -0.63)","Plumbing, Plastering & Tiling, Auto Repair, Tutoring & Educational","Plumbing (3.6), Plastering & Tiling (3.1), Auto Repair (3.8), Tutoring & Educational (3.4)",8
2151,19,Female,Algiers - Sidi Abdallah,"(36.745, 3.25)","Carpentry, Painting & Renovation","Carpentry (4.6), Painting & Renovation (3.6)",16
2152,26,Male,M'sila - Ksar El Hirane,"(35.45, 4.52)","Personal Care (Home Services), Painting & Renovation, Electrical Services","Personal Care (Home Services) (3.8), Painting & Renovation (4.9), Electrical Services (3.9)",18
2153,39,Female,Annaba - El Hadjar,"(36.862, 7.76)","Event Planning, Housekeeping / Cleaning, Babysitting & Childcare","Event Planning (3.3), Housekeeping / Cleaning (4.4), Babysitting & Childcare (4.7)",22
