Provider ID,Service Category,Location (City - Subarea),"Coordinates (X, Y)",Rating,Experience,Click Count,Review Count
1716,Tailoring & Alteration,Ghardaia - M'zab Valley,"(32.485, 3.666)",4.7,10 years,218,81
1717,Tailoring & Alteration,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",4.0,7 years,286,89
1718,Tailoring & Alteration,El Oued - Guemar,"(33.133, 6.9)",3.7,2 years,135,70
1719,Plumbing,Illizi - Djanet,"(26.269, 9.484)",4.7,6 years,270,86
1720,Pest Control,Algiers - Sidi Abdallah,"(36.745, 3.25)",3.7,6 years,264,62
1721,Pest Control,Adrar - Timimoun,"(27.46, 0.286)",4.9,4 years,196,60
1722,Home Appliance Repair,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",3.7,3 years,202,49
1723,Plumbing,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",4.6,3 years,244,63
1724,Home Appliance Repair,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",3.6,10 years,235,96
1725,Tutoring & Educational,Blida - Chrea,"(36.482, 2.831)",4.8,5 years,232,68
1726,Babysitting & Childcare,Ghardaia - M'zab Valley,"(32.485, 3.666)",3.5,2 years,146,61
1727,Home Appliance Repair,Algiers - Sidi Abdallah,"(36.745, 3.25)",4.7,9 years,147,94
1728,Electrical Services,Ouargla - Hassi Messaoud,"(32.49, 6.266)",3.7,1 years,203,54
1729,Tailoring & Alteration,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",4.3,4 years,133,52
1730,Plumbing,Skikda - La Cloche,"(36.866, 6.906)",4.9,4 years,200,72
1731,Personal Care (Home Services),Biskra - El Hassi,"(34.85, 5.72)",4.8,10 years,297,110
1732,Tutoring & Educational,Annaba - El Hadjar,"(36.862, 7.76)",3.7,9 years,200,71
1733,Tailoring & Alteration,Oran - El Hassi,"(35.72, -0.63)",4.4,4 years,205,36
1734,Painting & Renovation,Adrar - Timimoun,"(27.46, 0.286)",3.7,3 years,153,61
1735,Personal Care (Home Services),Adrar - Timimoun,"(27.46, 0.286)",3.9,10 years,305,102
1736,Tutoring & Educational,Chlef - Tacheta,"(36.153, 1.333)",4.3,7 years,221,76
1737,Plastering & Tiling,Annaba - El Hadjar,"(36.862, 7.76)",4.9,1 years,190,28
1738,Personal Care (Home Services),Setif - Belkhir,"(36.185, 5.404)",4.0,5 years,207,49
1739,Event Planning,Bejaia - Tizi Rached,"(36.761, 5.748)",4.4,8 years,290,93
1740,Event Planning,Constantine - Ziadia,"(36.365, 6.613)",4.0,9 years,177,108
1741,Plastering & Tiling,Oran - El Hassi,"(35.72, -0.63)",3.5,10 years,269,70
1742,Tailoring & Alteration,Batna - Aïn Touta,"(35.552, 5.804)",4.3,10 years,206,105
1743,Babysitting & Childcare,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",3.9,5 years,136,55
1744,Electrical Services,Adrar - Timimoun,"(27.46, 0.286)",4.3,2 years,102,24
1745,Painting & Renovation,Batna - Aïn Touta,"(35.552, 5.804)",4.2,3 years,214,53
1746,Babysitting & Childcare,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",4.0,4 years,149,54
1747,Plumbing,Bejaia - Tizi Rached,"(36.761, 5.748)",4.6,4 years,227,51
1748,Babysitting & Childcare,El Oued - Guemar,"(33.133, 6.9)",4.3,9 years,208,73
1749,Personal Care (Home Services),Bejaia - Tizi Rached,"(36.761, 5.748)",4.3,2 years,127,61
1750,Painting & Renovation,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",3.6,9 years,198,76
1751,Plastering & Tiling,Adrar - Timimoun,"(27.46, 0.286)",4.7,9 years,245,70
1752,Babysitting & Childcare,Medea - Bordj Menaiel,"(36.267, 2.741)",4.3,2 years,138,46
1753,Plumbing,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",4.6,9 years,285,75
1754,Plumbing,Constantine - Ziadia,"(36.365, 6.613)",4.9,10 years,224,112
1755,Personal Care (Home Services),Chlef - Tacheta,"(36.153, 1.333)",5.0,1 years,187,61
1756,Tailoring & Alteration,Ghardaia - M'zab Valley,"(32.485, 3.666)",3.5,1 years,118,34
1757,Personal Care (Home Services),Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",3.7,2 years,157,64
1758,Housekeeping / Cleaning,Algiers - Sidi Abdallah,"(36.745, 3.25)",4.3,8 years,199,94
1759,Painting & Renovation,Biskra - El Hassi,"(34.85, 5.72)",3.5,2 years,130,54
1760,Auto Repair,Oran - El Hassi,"(35.72, -0.63)",4.3,4 years,158,62
1761,Home Appliance Repair,Skikda - La Cloche,"(36.866, 6.906)",3.6,3 years,246,46
1762,Painting & Renovation,Batna - Aïn Touta,"(35.552, 5.804)",4.6,8 years,205,70
1763,Painting & Renovation,Algiers - Sidi Abdallah,"(36.745, 3.25)",4.6,7 years,242,75
1764,Event Planning,Ouargla - Hassi Messaoud,"(32.49, 6.266)",3.7,4 years,191,56
1765,Carpentry,M'sila - Ksar El Hirane,"(35.45, 4.52)",4.9,4 years,211,42
1766,Housekeeping / Cleaning,Algiers - Sidi Abdallah,"(36.745, 3.25)",4.8,8 years,246,61
1767,Plumbing,Blida - Chrea,"(36.482, 2.831)",3.9,5 years,256,82
1768,Home Appliance Repair,Annaba - El Hadjar,"(36.862, 7.76)",4.2,6 years,227,74
1769,Plumbing,Adrar - Timimoun,"(27.46, 0.286)",4.5,10 years,298,77
1770,Plumbing,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",4.3,2 years,112,44
1771,Auto Repair,Skikda - La Cloche,"(36.866, 6.906)",4.1,6 years,120,85
1772,Event Planning,Annaba - El Hadjar,"(36.862, 7.76)",3.5,1 years,207,27
1773,Plastering & Tiling,Biskra - El Hassi,"(34.85, 5.72)",4.3,10 years,255,109
1774,Pest Control,Chlef - Tacheta,"(36.153, 1.333)",4.0,6 years,203,68
1775,Housekeeping / Cleaning,Bejaia - Tizi Rached,"(36.761, 5.748)",4.6,9 years,272,82
1776,Personal Care (Home Services),Biskra - El Hassi,"(34.85, 5.72)",3.9,10 years,229,93
1777,Home Appliance Repair,Medea - Bordj Menaiel,"(36.267, 2.741)",3.9,10 years,247,84
1778,Auto Repair,Annaba - El Hadjar,"(36.862, 7.76)",4.4,6 years,154,56
1779,Carpentry,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",4.5,9 years,273,80
1780,Electrical Services,Ouargla - Hassi Messaoud,"(32.49, 6.266)",3.6,1 years,233,39
1781,Tailoring & Alteration,M'sila - Ksar El Hirane,"(35.45, 4.52)",4.1,10 years,207,69
1782,Housekeeping / Cleaning,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",4.4,9 years,289,102
1783,Home Appliance Repair,Biskra - El Hassi,"(34.85, 5.72)",4.6,5 years,248,75
1784,Electrical Services,Mostaganem - Ain Nouissy,"(35.929, 0.089)",4.9,7 years,270,54
1785,Home Appliance Repair,Setif - Belkhir,"(36.185, 5.404)",3.8,2 years,153,24
1786,Tailoring & Alteration,Oran - El Hassi,"(35.72, -0.63)",3.8,5 years,163,65
1787,Carpentry,Bejaia - Tizi Rached,"(36.761, 5.748)",4.5,10 years,300,96
1788,Home Appliance Repair,Skikda - La Cloche,"(36.866, 6.906)",3.6,9 years,180,75
1789,Pest Control,Biskra - El Hassi,"(34.85, 5.72)",4.5,7 years,142,72
1790,Electrical Services,Tiaret - Merine,"(35.371, 1.315)",4.6,1 years,176,46
1791,Tailoring & Alteration,Mostaganem - Ain Nouissy,"(35.929, 0.089)",4.0,7 years,192,72
1792,Plumbing,Tiaret - Merine,"(35.371, 1.315)",4.2,7 years,256,77
1793,Carpentry,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",4.3,10 years,178,93
1794,Auto Repair,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",3.7,9 years,253,103
1795,Tailoring & Alteration,Medea - Bordj Menaiel,"(36.267, 2.741)",4.3,2 years,209,27
1796,Housekeeping / Cleaning,Batna - Aïn Touta,"(35.552, 5.804)",4.4,10 years,298,105
1797,Housekeeping / Cleaning,Ghardaia - M'zab Valley,"(32.485, 3.666)",4.4,5 years,146,47
1798,Plumbing,Skikda - La Cloche,"(36.866, 6.906)",3.7,7 years,155,75
1799,Event Planning,Biskra - El Hassi,"(34.85, 5.72)",3.5,1 years,214,30
1800,Tutoring & Educational,Oran - El Hassi,"(35.72, -0.63)",3.6,10 years,338,65
1801,Painting & Renovation,Chlef - Tacheta,"(36.153, 1.333)",4.7,3 years,164,71
1802,Painting & Renovation,Oran - El Hassi,"(35.72, -0.63)",4.9,8 years,212,87
1803,Plastering & Tiling,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",4.1,4 years,132,57
1804,Tailoring & Alteration,Mostaganem - Ain Nouissy,"(35.929, 0.089)",4.8,4 years,134,72
1805,Personal Care (Home Services),El Oued - Guemar,"(33.133, 6.9)",4.7,8 years,238,85
1806,Carpentry,Chlef - Tacheta,"(36.153, 1.333)",4.1,9 years,200,84
1807,Housekeeping / Cleaning,Medea - Bordj Menaiel,"(36.267, 2.741)",4.9,2 years,104,54
1808,Plastering & Tiling,Chlef - Tacheta,"(36.153, 1.333)",3.5,1 years,92,35
1809,Babysitting & Childcare,Illizi - Djanet,"(26.269, 9.484)",3.5,6 years,186,62
1810,Carpentry,Illizi - Djanet,"(26.269, 9.484)",4.9,8 years,225,78
1811,Plumbing,Bejaia - Tizi Rached,"(36.761, 5.748)",4.0,7 years,283,92
1812,Personal Care (Home Services),Oran - El Hassi,"(35.72, -0.63)",3.9,1 years,192,25
1813,Plumbing,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",3.6,1 years,114,57
1814,Event Planning,Annaba - El Hadjar,"(36.862, 7.76)",5.0,7 years,318,71
1815,Housekeeping / Cleaning,Annaba - El Hadjar,"(36.862, 7.76)",4.0,1 years,106,41
1816,Electrical Services,Ouargla - Hassi Messaoud,"(32.49, 6.266)",4.0,2 years,116,43
1817,Painting & Renovation,Skikda - La Cloche,"(36.866, 6.906)",4.8,5 years,238,77
1818,Plastering & Tiling,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",4.2,5 years,191,56
1819,Home Appliance Repair,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",3.6,7 years,260,67
1820,Housekeeping / Cleaning,M'sila - Ksar El Hirane,"(35.45, 4.52)",3.8,5 years,224,58
1821,Plastering & Tiling,Algiers - Sidi Abdallah,"(36.745, 3.25)",4.6,4 years,164,43
1822,Housekeeping / Cleaning,Ouargla - Hassi Messaoud,"(32.49, 6.266)",4.1,1 years,173,20
1823,Painting & Renovation,Algiers - Sidi Abdallah,"(36.745, 3.25)",3.9,9 years,224,92
1824,Housekeeping / Cleaning,Annaba - El Hadjar,"(36.862, 7.76)",4.9,4 years,263,48
1825,Tutoring & Educational,Tiaret - Merine,"(35.371, 1.315)",4.5,8 years,250,63
1826,Personal Care (Home Services),Oran - El Hassi,"(35.72, -0.63)",4.9,6 years,215,76
1827,Plastering & Tiling,Blida - Chrea,"(36.482, 2.831)",4.3,3 years,254,75
1828,Housekeeping / Cleaning,Constantine - Ziadia,"(36.365, 6.613)",3.5,3 years,170,57
1829,Personal Care (Home Services),Illizi - Djanet,"(26.269, 9.484)",4.9,9 years,204,78
1830,Tailoring & Alteration,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",3.8,6 years,263,60
1831,Electrical Services,M'sila - Ksar El Hirane,"(35.45, 4.52)",4.6,8 years,146,87
1832,Home Appliance Repair,Mostaganem - Ain Nouissy,"(35.929, 0.089)",4.4,3 years,132,78
1833,Carpentry,Constantine - Ziadia,"(36.365, 6.613)",4.7,6 years,194,81
1834,Babysitting & Childcare,Oran - El Hassi,"(35.72, -0.63)",4.6,4 years,140,86
1835,Event Planning,Annaba - El Hadjar,"(36.862, 7.76)",4.2,8 years,269,72
1836,Babysitting & Childcare,El Oued - Guemar,"(33.133, 6.9)",3.8,4 years,157,62
1837,Plumbing,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",3.6,5 years,121,71
1838,Pest Control,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",4.1,10 years,303,89
1839,Pest Control,Setif - Belkhir,"(36.185, 5.404)",4.4,2 years,105,49
1840,Electrical Services,Ghardaia - M'zab Valley,"(32.485, 3.666)",3.8,10 years,241,87
1841,Plumbing,Bejaia - Tizi Rached,"(36.761, 5.748)",3.9,10 years,325,85
1842,Plumbing,Constantine - Ziadia,"(36.365, 6.613)",3.6,3 years,211,64
1843,Painting & Renovation,Batna - Aïn Touta,"(35.552, 5.804)",4.0,6 years,257,72
1844,Tutoring & Educational,Annaba - El Hadjar,"(36.862, 7.76)",4.2,7 years,157,69
1845,Event Planning,Adrar - Timimoun,"(27.46, 0.286)",3.9,10 years,285,88
1846,Babysitting & Childcare,El Oued - Guemar,"(33.133, 6.9)",3.9,10 years,321,96
1847,Plumbing,Biskra - El Hassi,"(34.85, 5.72)",3.9,4 years,147,57
1848,Painting & Renovation,Setif - Belkhir,"(36.185, 5.404)",4.9,8 years,218,69
1849,Home Appliance Repair,Annaba - El Hadjar,"(36.862, 7.76)",3.9,7 years,136,84
1850,Electrical Services,Biskra - El Hassi,"(34.85, 5.72)",4.9,4 years,206,59
1851,Home Appliance Repair,Setif - Belkhir,"(36.185, 5.404)",3.5,7 years,262,90
1852,Babysitting & Childcare,Medea - Bordj Menaiel,"(36.267, 2.741)",4.4,1 years,126,65
1853,Electrical Services,Adrar - Timimoun,"(27.46, 0.286)",4.1,2 years,215,68
1854,Electrical Services,Skikda - La Cloche,"(36.866, 6.906)",4.4,3 years,119,66
1855,Tutoring & Educational,Annaba - El Hadjar,"(36.862, 7.76)",4.9,10 years,304,79
1856,Home Appliance Repair,Blida - Chrea,"(36.482, 2.831)",3.9,6 years,176,76
1857,Electrical Services,Batna - Aïn Touta,"(35.552, 5.804)",4.1,10 years,218,94
1858,Tutoring & Educational,Adrar - Timimoun,"(27.46, 0.286)",4.0,9 years,291,73
1859,Home Appliance Repair,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",4.6,7 years,272,71
1860,Tutoring & Educational,Illizi - Djanet,"(26.269, 9.484)",4.6,9 years,293,93
1861,Carpentry,Setif - Belkhir,"(36.185, 5.404)",4.1,2 years,146,37
1862,Plastering & Tiling,Constantine - Ziadia,"(36.365, 6.613)",3.5,4 years,185,47
1863,Plastering & Tiling,Ghardaia - M'zab Valley,"(32.485, 3.666)",4.5,4 years,254,48
1864,Personal Care (Home Services),Annaba - El Hadjar,"(36.862, 7.76)",4.8,4 years,156,79
1865,Housekeeping / Cleaning,Ghardaia - M'zab Valley,"(32.485, 3.666)",4.0,10 years,195,108
1866,Home Appliance Repair,Skikda - La Cloche,"(36.866, 6.906)",3.9,3 years,224,56
1867,Tutoring & Educational,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",3.7,1 years,165,31
1868,Plastering & Tiling,Chlef - Tacheta,"(36.153, 1.333)",3.9,6 years,134,74
1869,Event Planning,Biskra - El Hassi,"(34.85, 5.72)",4.0,5 years,156,51
1870,Painting & Renovation,Algiers - Sidi Abdallah,"(36.745, 3.25)",3.7,10 years,280,90
1871,Pest Control,Tiaret - Merine,"(35.371, 1.315)",4.0,5 years,288,65
1872,Home Appliance Repair,Ghardaia - M'zab Valley,"(32.485, 3.666)",3.6,7 years,179,58
1873,Tailoring & Alteration,Chlef - Tacheta,"(36.153, 1.333)",4.0,6 years,160,67
1874,Auto Repair,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",3.9,7 years,171,84
1875,Tutoring & Educational,Ouargla - Hassi Messaoud,"(32.49, 6.266)",4.5,3 years,184,43
1876,Pest Control,Annaba - El Hadjar,"(36.862, 7.76)",4.5,6 years,277,71
1877,Tutoring & Educational,Ghardaia - M'zab Valley,"(32.485, 3.666)",3.9,4 years,156,43
1878,Painting & Renovation,Tiaret - Merine,"(35.371, 1.315)",4.0,3 years,257,60
1879,Event Planning,Batna - Aïn Touta,"(35.552, 5.804)",4.3,9 years,255,65
1880,Tailoring & Alteration,Ouargla - Hassi Messaoud,"(32.49, 6.266)",3.5,1 years,141,50
1881,Babysitting & Childcare,Medea - Bordj Menaiel,"(36.267, 2.741)",3.8,2 years,120,34
1882,Carpentry,Mostaganem - Ain Nouissy,"(35.929, 0.089)",4.8,3 years,222,46
1883,Tutoring & Educational,Blida - Chrea,"(36.482, 2.831)",4.8,9 years,232,115
1884,Carpentry,Constantine - Ziadia,"(36.365, 6.613)",4.5,8 years,193,95
1885,Electrical Services,Adrar - Timimoun,"(27.46, 0.286)",4.9,4 years,174,57
1886,Housekeeping / Cleaning,Ghardaia - M'zab Valley,"(32.485, 3.666)",4.4,2 years,210,42
1887,Plumbing,Skikda - La Cloche,"(36.866, 6.906)",3.8,6 years,142,73
1888,Carpentry,Batna - Aïn Touta,"(35.552, 5.804)",4.3,8 years,259,81
1889,Carpentry,Tiaret - Merine,"(35.371, 1.315)",3.6,2 years,142,50
1890,Event Planning,Blida - Chrea,"(36.482, 2.831)",4.5,10 years,207,78
1891,Tutoring & Educational,Setif - Belkhir,"(36.185, 5.404)",4.2,7 years,279,87
1892,Home Appliance Repair,Skikda - La Cloche,"(36.866, 6.906)",4.1,9 years,323,95
1893,Tutoring & Educational,Ghardaia - M'zab Valley,"(32.485, 3.666)",3.7,3 years,209,45
1894,Plumbing,El Oued - Guemar,"(33.133, 6.9)",4.2,5 years,227,68
1895,Painting & Renovation,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",4.0,5 years,236,73
1896,Personal Care (Home Services),El Oued - Guemar,"(33.133, 6.9)",4.2,3 years,114,49
1897,Electrical Services,Setif - Belkhir,"(36.185, 5.404)",4.3,9 years,238,63
1898,Tutoring & Educational,Adrar - Timimoun,"(27.46, 0.286)",5.0,5 years,135,78
1899,Tutoring & Educational,Setif - Belkhir,"(36.185, 5.404)",4.9,3 years,172,52
1900,Carpentry,Algiers - Sidi Abdallah,"(36.745, 3.25)",3.8,1 years,204,53
1901,Pest Control,Algiers - Sidi Abdallah,"(36.745, 3.25)",3.9,2 years,164,40
1902,Carpentry,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",4.7,2 years,115,62
1903,Carpentry,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",4.1,5 years,267,71
1904,Tailoring & Alteration,Blida - Chrea,"(36.482, 2.831)",3.9,7 years,168,93
1905,Tailoring & Alteration,Biskra - El Hassi,"(34.85, 5.72)",3.8,9 years,324,110
1906,Tailoring & Alteration,Setif - Belkhir,"(36.185, 5.404)",4.8,9 years,312,95
1907,Plumbing,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",4.5,8 years,186,65
1908,Plumbing,Annaba - El Hadjar,"(36.862, 7.76)",4.2,6 years,264,74
1909,Tailoring & Alteration,Ghardaia - M'zab Valley,"(32.485, 3.666)",4.6,7 years,221,91
1910,Babysitting & Childcare,Tiaret - Merine,"(35.371, 1.315)",3.9,2 years,199,32
1911,Tailoring & Alteration,Setif - Belkhir,"(36.185, 5.404)",4.9,6 years,183,80
1912,Personal Care (Home Services),Annaba - El Hadjar,"(36.862, 7.76)",4.3,9 years,289,105
1913,Personal Care (Home Services),Oran - El Hassi,"(35.72, -0.63)",3.7,5 years,190,88
1914,Event Planning,Adrar - Timimoun,"(27.46, 0.286)",3.9,3 years,209,59
1915,Tutoring & Educational,Constantine - Ziadia,"(36.365, 6.613)",4.2,5 years,172,74
1916,Tailoring & Alteration,Adrar - Timimoun,"(27.46, 0.286)",3.6,9 years,287,75
1917,Painting & Renovation,Tiaret - Merine,"(35.371, 1.315)",4.2,2 years,214,29
1918,Housekeeping / Cleaning,Algiers - Sidi Abdallah,"(36.745, 3.25)",3.8,1 years,171,58
1919,Carpentry,Adrar - Timimoun,"(27.46, 0.286)",4.0,10 years,294,68
1920,Electrical Services,Bejaia - Tizi Rached,"(36.761, 5.748)",4.1,9 years,299,109
1921,Housekeeping / Cleaning,El Oued - Guemar,"(33.133, 6.9)",4.3,1 years,165,65
1922,Tutoring & Educational,Medea - Bordj Menaiel,"(36.267, 2.741)",4.8,10 years,228,72
1923,Electrical Services,Ghardaia - M'zab Valley,"(32.485, 3.666)",3.9,2 years,116,43
1924,Personal Care (Home Services),Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",3.7,2 years,244,46
1925,Carpentry,Oran - El Hassi,"(35.72, -0.63)",4.7,5 years,171,55
1926,Tutoring & Educational,El Oued - Guemar,"(33.133, 6.9)",4.9,3 years,168,69
1927,Housekeeping / Cleaning,Oran - El Hassi,"(35.72, -0.63)",4.6,3 years,219,67
1928,Plastering & Tiling,Setif - Belkhir,"(36.185, 5.404)",4.9,10 years,245,95
1929,Babysitting & Childcare,Mostaganem - Ain Nouissy,"(35.929, 0.089)",4.8,6 years,186,79
1930,Tailoring & Alteration,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",4.0,6 years,156,88
1931,Auto Repair,Oran - El Hassi,"(35.72, -0.63)",4.4,3 years,141,59
1932,Home Appliance Repair,Tiaret - Merine,"(35.371, 1.315)",4.7,1 years,142,45
1933,Carpentry,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",4.1,6 years,210,69
1934,Babysitting & Childcare,Annaba - El Hadjar,"(36.862, 7.76)",4.0,1 years,207,37
1935,Electrical Services,Medea - Bordj Menaiel,"(36.267, 2.741)",3.8,8 years,270,93
1936,Plumbing,Chlef - Tacheta,"(36.153, 1.333)",3.9,1 years,201,44
1937,Tutoring & Educational,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",3.9,2 years,170,41
1938,Auto Repair,Setif - Belkhir,"(36.185, 5.404)",4.5,6 years,257,61
1939,Plastering & Tiling,Medea - Bordj Menaiel,"(36.267, 2.741)",3.6,3 years,186,57
1940,Carpentry,Illizi - Djanet,"(26.269, 9.484)",4.6,8 years,260,76
1941,Tailoring & Alteration,Chlef - Tacheta,"(36.153, 1.333)",4.9,5 years,226,70
1942,Event Planning,Constantine - Ziadia,"(36.365, 6.613)",4.6,3 years,149,31
1943,Plastering & Tiling,Bejaia - Tizi Rached,"(36.761, 5.748)",4.2,3 years,194,55
1944,Babysitting & Childcare,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",3.7,3 years,115,52
1945,Electrical Services,Tiaret - Merine,"(35.371, 1.315)",4.9,1 years,175,63
1946,Babysitting & Childcare,M'sila - Ksar El Hirane,"(35.45, 4.52)",3.8,8 years,316,68
1947,Pest Control,Bejaia - Tizi Rached,"(36.761, 5.748)",4.2,3 years,172,76
1948,Pest Control,Algiers - Sidi Abdallah,"(36.745, 3.25)",3.8,7 years,157,83
1949,Auto Repair,Bejaia - Tizi Rached,"(36.761, 5.748)",4.7,5 years,166,74
1950,Personal Care (Home Services),Skikda - La Cloche,"(36.866, 6.906)",4.3,10 years,173,97
1951,Plastering & Tiling,Setif - Belkhir,"(36.185, 5.404)",3.9,4 years,164,47
1952,Plumbing,Annaba - El Hadjar,"(36.862, 7.76)",4.9,8 years,225,69
1953,Housekeeping / Cleaning,Oran - El Hassi,"(35.72, -0.63)",4.1,5 years,157,60
1954,Plumbing,Oran - El Hassi,"(35.72, -0.63)",3.7,7 years,157,67
1955,Carpentry,Setif - Belkhir,"(36.185, 5.404)",4.5,10 years,275,72
1956,Plastering & Tiling,Ghardaia - M'zab Valley,"(32.485, 3.666)",4.0,9 years,286,68
1957,Carpentry,Batna - Aïn Touta,"(35.552, 5.804)",4.8,5 years,171,76
1958,Electrical Services,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",4.9,6 years,253,73
1959,Event Planning,Ouargla - Hassi Messaoud,"(32.49, 6.266)",4.1,7 years,215,72
1960,Tutoring & Educational,Ghardaia - M'zab Valley,"(32.485, 3.666)",4.5,10 years,184,90
1961,Carpentry,Setif - Belkhir,"(36.185, 5.404)",3.9,4 years,174,59
1962,Electrical Services,Illizi - Djanet,"(26.269, 9.484)",3.9,3 years,148,55
1963,Event Planning,Algiers - Sidi Abdallah,"(36.745, 3.25)",4.1,7 years,197,104
1964,Event Planning,Algiers - Sidi Abdallah,"(36.745, 3.25)",3.8,6 years,264,71
1965,Home Appliance Repair,Batna - Aïn Touta,"(35.552, 5.804)",3.7,4 years,181,61
1966,Auto Repair,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",4.3,3 years,102,71
1967,Electrical Services,El Oued - Guemar,"(33.133, 6.9)",3.9,7 years,211,66
1968,Tutoring & Educational,Ouargla - Hassi Messaoud,"(32.49, 6.266)",5.0,10 years,250,103
1969,Pest Control,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",3.7,4 years,237,66
1970,Housekeeping / Cleaning,Ouargla - Hassi Messaoud,"(32.49, 6.266)",4.9,6 years,235,84
1971,Tailoring & Alteration,Mostaganem - Ain Nouissy,"(35.929, 0.089)",3.9,6 years,270,82
1972,Tutoring & Educational,Oran - El Hassi,"(35.72, -0.63)",3.6,7 years,270,81
1973,Pest Control,Ouargla - Hassi Messaoud,"(32.49, 6.266)",4.9,10 years,196,87
1974,Electrical Services,Blida - Chrea,"(36.482, 2.831)",4.1,9 years,233,68
1975,Babysitting & Childcare,Mostaganem - Ain Nouissy,"(35.929, 0.089)",4.9,5 years,186,37
1976,Electrical Services,Setif - Belkhir,"(36.185, 5.404)",3.5,4 years,177,50
1977,Pest Control,Chlef - Tacheta,"(36.153, 1.333)",4.1,10 years,204,78
1978,Home Appliance Repair,Tiaret - Merine,"(35.371, 1.315)",4.3,7 years,261,70
1979,Pest Control,Algiers - Sidi Abdallah,"(36.745, 3.25)",3.9,9 years,276,108
1980,Plumbing,El Oued - Guemar,"(33.133, 6.9)",4.2,8 years,314,69
1981,Plumbing,Oran - El Hassi,"(35.72, -0.63)",3.9,1 years,239,50
1982,Babysitting & Childcare,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",4.2,9 years,278,109
1983,Housekeeping / Cleaning,Biskra - El Hassi,"(34.85, 5.72)",3.9,7 years,242,87
1984,Housekeeping / Cleaning,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",4.8,7 years,185,65
1985,Painting & Renovation,Constantine - Ziadia,"(36.365, 6.613)",3.5,2 years,147,50
1986,Electrical Services,Setif - Belkhir,"(36.185, 5.404)",3.9,9 years,146,90
1987,Auto Repair,Tiaret - Merine,"(35.371, 1.315)",3.9,4 years,154,49
1988,Plumbing,Constantine - Ziadia,"(36.365, 6.613)",3.5,9 years,234,78
1989,Home Appliance Repair,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",4.3,1 years,154,41
1990,Event Planning,Illizi - Djanet,"(26.269, 9.484)",4.3,6 years,203,93
1991,Personal Care (Home Services),Illizi - Djanet,"(26.269, 9.484)",4.4,8 years,224,88
1992,Carpentry,Annaba - El Hadjar,"(36.862, 7.76)",4.1,7 years,222,53
1993,Plumbing,Ghardaia - M'zab Valley,"(32.485, 3.666)",3.8,9 years,206,74
1994,Housekeeping / Cleaning,Blida - Chrea,"(36.482, 2.831)",3.8,3 years,154,43
1995,Carpentry,Skikda - La Cloche,"(36.866, 6.906)",4.7,8 years,225,66
1996,Painting & Renovation,Setif - Belkhir,"(36.185, 5.404)",4.0,2 years,152,43
1997,Auto Repair,Tiaret - Merine,"(35.371, 1.315)",3.6,2 years,161,56
1998,Electrical Services,Illizi - Djanet,"(26.269, 9.484)",4.4,10 years,334,70
1999,Tutoring & Educational,Mostaganem - Ain Nouissy,"(35.929, 0.089)",4.8,1 years,125,52
2000,Housekeeping / Cleaning,Chlef - Tacheta,"(36.153, 1.333)",4.8,4 years,275,45
2001,Auto Repair,Mostaganem - Ain Nouissy,"(35.929, 0.089)",4.8,1 years,96,54
